Date,Open,High,Low,Close,Adj Close,Volume,Tweet_sentiment
03-08-2021,39178.40234,39750.03125,37782.05078,38152.98047,38152.98047,26189830450,-1
04-08-2021,38213.33203,39952.29688,37589.16406,39747.50391,39747.50391,25372562724,0.5
05-08-2021,39744.51563,41341.93359,37458.00391,40869.55469,40869.55469,35185031017,-0.2
06-08-2021,40865.86719,43271.66016,39932.17969,42816.5,42816.5,38226483046,1
07-08-2021,42832.79688,44689.85938,42618.56641,44555.80078,44555.80078,40030862141,1
08-08-2021,44574.4375,45282.35156,43331.91016,43798.11719,43798.11719,36302664750,1
09-08-2021,43791.92578,46456.83203,42848.6875,46365.40234,46365.40234,38734079049,1
10-08-2021,46280.84766,46637.98828,44705.55469,45585.03125,45585.03125,33546019517,1
11-08-2021,45599.70313,46735.63281,45351.71094,45593.63672,45593.63672,34319709073,1
12-08-2021,45576.87891,46228.91016,43861.44531,44428.28906,44428.28906,33723620826,-0.4
13-08-2021,44439.69141,47831.97656,44282.41797,47793.32031,47793.32031,31744259539,-0.4
14-08-2021,47810.6875,48098.68359,46177.63281,47096.94531,47096.94531,31211354442,1
15-08-2021,47096.66797,47357.10547,45579.58984,47047.00391,47047.00391,30988958446,1
16-08-2021,47019.96094,47998.09766,45700.32031,46004.48438,46004.48438,32776876610,1
17-08-2021,45936.45703,47139.57031,44512.41797,44695.35938,44695.35938,33451362600,0
18-08-2021,44686.75,45952.0625,44364.02734,44801.1875,44801.1875,32194123075,0.285714286
19-08-2021,44741.88281,46970.76172,43998.31641,46717.57813,46717.57813,37204312299,0
20-08-2021,46723.12109,49342.15234,46650.70703,49339.17578,49339.17578,34706867452,-0.25
21-08-2021,49327.07422,49717.01953,48312.19922,48905.49219,48905.49219,40585205312,-0.25
22-08-2021,48869.10547,49471.60938,48199.94141,49321.65234,49321.65234,25370975378,1
23-08-2021,49291.67578,50482.07813,49074.60547,49546.14844,49546.14844,34305053719,0.5
24-08-2021,49562.34766,49878.76953,47687.11719,47706.11719,47706.11719,35361168834,0.5
25-08-2021,47727.25781,49202.87891,47163.61328,48960.78906,48960.78906,32646349931,1
26-08-2021,49002.64063,49347.58203,46405.78125,46942.21875,46942.21875,32666549568,0
27-08-2021,46894.55469,49112.78516,46394.28125,49058.66797,49058.66797,34511076995,0.285714286
28-08-2021,49072.58594,49283.50391,48499.23828,48902.40234,48902.40234,28568103401,0
29-08-2021,48911.25,49644.11328,47925.85547,48829.83203,48829.83203,25889650240,0
30-08-2021,48834.85156,48925.60547,46950.27344,47054.98438,47054.98438,31847007016,0
31-08-2021,47024.33984,48189.55078,46750.09375,47166.6875,47166.6875,34730363427,0
01-09-2021,47099.77344,49111.08984,46562.4375,48847.02734,48847.02734,39139399125,0.4
02-09-2021,48807.84766,50343.42188,48652.32031,49327.72266,49327.72266,39508070319,1
03-09-2021,49288.25,50982.27344,48386.08594,50025.375,50025.375,43206179619,1
04-09-2021,50009.32422,50545.58203,49548.78125,49944.625,49944.625,37471327794,1
05-09-2021,49937.85938,51868.67969,49538.59766,51753.41016,51753.41016,30322676319,1
06-09-2021,51769.00391,52700.94141,51053.67969,52633.53516,52633.53516,38884105426,-0.5
07-09-2021,52660.48047,52853.76563,43285.20703,46811.12891,46811.12891,65210059683,0
08-09-2021,46827.76172,47334.05469,44561.39453,46091.39063,46091.39063,49007762488,0.6
09-09-2021,45774.74219,47261.94922,45669.73828,46391.42188,46391.42188,38672657013,0.4
10-09-2021,46396.66406,47031.74219,44344.48438,44883.91016,44883.91016,39154666597,0.666666667
11-09-2021,44869.83984,45969.29297,44818.26563,45201.45703,45201.45703,34499835245,0
12-09-2021,45206.62891,46364.87891,44790.46094,46063.26953,46063.26953,27881980161,0
13-09-2021,46057.21484,46598.67969,43591.32031,44963.07422,44963.07422,40969943253,0
14-09-2021,44960.05078,47218.125,44752.33203,47092.49219,47092.49219,38652152880,1
15-09-2021,47098,48450.46875,46773.32813,48176.34766,48176.34766,30484496466,1
16-09-2021,48158.90625,48486.82813,47079.55859,47783.35938,47783.35938,31764293754,-1
17-09-2021,47771.00391,48160.92188,46832.52344,47267.51953,47267.51953,28727713711,0.333333333
18-09-2021,47273.52734,48791.78125,47087.28516,48278.36328,48278.36328,28575630451,0
19-09-2021,48268.85547,48328.36719,46919.80469,47260.21875,47260.21875,26967722648,1
20-09-2021,47261.40625,47328.19922,42598.91406,42843.80078,42843.80078,43909845642,1
21-09-2021,43012.23438,43607.60938,39787.60938,40693.67578,40693.67578,48701090088,1
22-09-2021,40677.95313,43978.62109,40625.63281,43574.50781,43574.50781,38139709246,1
23-09-2021,43551.96094,44316.5,43182.21875,43726.5,43726.5,37355593728,0
